Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:00.000,61,0.14681726694107056,0.13382677733898163,0.12216314673423767,0.0,0.0,0.11838025599718094,0.05195518210530281,0.16300195455551147,0.12033416330814362,0.03698481619358063,0.011965986341238022,0.0,0.11825399845838547,0.0,0.0,0.0,0.0,0.09624256193637848,0.05153311789035797,0.10938569903373718,0.0531785786151886,0.0,0.009139612317085266,0.0,0.04427012428641319,0.0,0.0,0.050545379519462585,0.053149495273828506,0.0,0.10456816107034683,0.06248445808887482,0.0,0.10703052580356598,0.0,0.0,0.0,0.1743081510066986,0.1769528090953827,0.0,0.0,0.08817127346992493,0.056101299822330475,0.0687277615070343,0.0,0.04721374809741974,0.022969800978899002,0.06073880195617676,0.05625934898853302,0.07799069583415985,0.1032111644744873,0.0,0.07168301939964294,0.0,0.06375055015087128,0.0,0.0803103893995285,0.0,0.08754664659500122,0.060746751725673676,0.0
00:00:00:01.000,61,0.14638149738311768,0.13378211855888367,0.12044733762741089,0.0,0.0,0.1111324205994606,0.04861830547451973,0.16235432028770447,0.11977595090866089,0.035706132650375366,0.011998306959867477,0.0,0.11445572972297668,0.0,0.0,0.0,0.0,0.09803318977355957,0.05200012028217316,0.11361640691757202,0.055937111377716064,0.0,0.009535834193229675,0.0,0.036276791244745255,0.0,0.0,0.05038599669933319,0.05306902900338173,0.0,0.10571383684873581,0.06195729225873947,0.0,0.10774686932563782,0.0,0.0,0.0,0.17491260170936584,0.17778536677360535,0.0,0.0,0.08498367667198181,0.05314826965332031,0.06728467345237732,0.0,0.04665238410234451,0.021747101098299026,0.05638197064399719,0.052367761731147766,0.07544846832752228,0.10097840428352356,0.0,0.07005739212036133,0.0,0.06415610015392303,0.0,0.07913081347942352,0.0,0.08776484429836273,0.059982530772686005,0.0014844723045825958
00:00:00:02.000,61,0.14375998079776764,0.13021449744701385,0.12350034713745117,0.0,0.0,0.12581822276115417,0.05647249147295952,0.15991118550300598,0.11871039867401123,0.03769046813249588,0.011767055839300156,0.0,0.12419087439775467,0.0,0.0,0.0,0.0,0.09783707559108734,0.05374664068222046,0.11287443339824677,0.05561903864145279,0.0,0.009234584867954254,0.0,0.046254467219114304,0.0,0.0,0.05103026330471039,0.05323115363717079,0.0,0.10543296486139297,0.06280898302793503,0.0,0.10794148594141006,0.0,0.0,0.0,0.17387865483760834,0.17622649669647217,0.0,0.0,0.0913901999592781,0.059082455933094025,0.07100322842597961,0.0,0.04614958167076111,0.02307366207242012,0.06339114904403687,0.05906383693218231,0.07809732854366302,0.10582056641578674,0.0,0.07244803011417389,0.0,0.06404747068881989,0.0,0.08009244501590729,0.0,0.0873410552740097,0.059373073279857635,0.0
00:00:00:03.000,61,0.13791748881340027,0.12235918641090393,0.12343592941761017,0.0,0.0,0.13882943987846375,0.062301453202962875,0.1549488604068756,0.11278171837329865,0.04041903465986252,0.010213356465101242,0.0,0.13403521478176117,0.0,0.0,0.0,0.0,0.09952118247747421,0.055470362305641174,0.11122612655162811,0.05662281811237335,0.0,0.009680524468421936,0.0,0.05339118465781212,0.0,0.0,0.05163346230983734,0.053484056144952774,0.0,0.1057128831744194,0.06430836766958237,0.0,0.11009390652179718,0.0,0.0,0.0,0.1745041012763977,0.17674966156482697,0.0,0.0,0.09576819092035294,0.06489024311304092,0.07304792106151581,0.0,0.045313552021980286,0.024368111044168472,0.06699293851852417,0.06448942422866821,0.07933484762907028,0.11015264689922333,0.0,0.07411661744117737,0.0,0.06388004124164581,0.0,0.07795459032058716,0.0,0.08503109216690063,0.05574139207601547,0.0
00:00:00:04.000,61,0.13617338240146637,0.11512525379657745,0.1228732168674469,0.0,0.0,0.15237665176391602,0.06923078000545502,0.1520509421825409,0.1063491702079773,0.04286744445562363,0.00876421108841896,0.0,0.1434018909931183,0.0,0.0,0.0,0.0,0.10075786709785461,0.058621153235435486,0.11135897040367126,0.057076595723629,0.0,0.009344905614852905,0.0,0.061451878398656845,0.0,0.0,0.052295342087745667,0.05384470894932747,0.0,0.10501190274953842,0.06539985537528992,0.0,0.11075364053249359,0.0,0.0,0.0,0.1733330339193344,0.1748742014169693,0.0,0.0,0.09565124660730362,0.0675879418849945,0.07420340180397034,0.0,0.044842809438705444,0.025875840336084366,0.07088547945022583,0.07005587220191956,0.08067349344491959,0.11205822229385376,0.0,0.07434514164924622,0.0,0.06196621432900429,0.0,0.07595904171466827,0.0,0.08317030966281891,0.051697514951229095,0.0
00:00:00:05.000,61,0.13199292123317719,0.11083905398845673,0.12128745019435883,0.0,0.0,0.15874412655830383,0.07073115557432175,0.14710679650306702,0.10240362584590912,0.04359889775514603,0.007846716791391373,0.0,0.14897936582565308,0.0,0.0,0.0,0.0,0.10160726308822632,0.059849098324775696,0.10977362096309662,0.05772487819194794,0.0,0.009228914976119995,0.0,0.0651751458644867,0.0,0.0,0.052687570452690125,0.05400734022259712,0.0,0.10501579195261002,0.06602875143289566,0.0,0.11087879538536072,0.0,0.0,0.0,0.17185886204242706,0.1731041967868805,0.0,0.0,0.09652023762464523,0.07059541344642639,0.07639805972576141,0.0,0.04384569823741913,0.02638571336865425,0.0728335976600647,0.07366248965263367,0.08137840777635574,0.11245068907737732,0.0,0.0724928081035614,0.0,0.059363190084695816,0.0,0.07339158654212952,0.0,0.08169902861118317,0.048988305032253265,0.0
00:00:00:06.000,61,0.1336604356765747,0.11094029247760773,0.12133561074733734,0.0,0.0,0.16078633069992065,0.07234997302293777,0.14749518036842346,0.10229644179344177,0.042773857712745667,0.008141223341226578,0.0,0.15067660808563232,0.0,0.0,0.0,0.0,0.10387159883975983,0.061039313673973083,0.11166788637638092,0.05570344626903534,0.0,0.008497387170791626,0.0,0.07539184391498566,0.0,0.0,0.05368824303150177,0.05492735281586647,0.0,0.10616595298051834,0.06538956612348557,0.0,0.10750843584537506,0.0,0.0,0.0,0.17829252779483795,0.17881053686141968,0.0,0.0,0.09468677639961243,0.06931374967098236,0.07974062860012054,0.0,0.04432295262813568,0.025044310837984085,0.07586994767189026,0.07684722542762756,0.08220763504505157,0.11287513375282288,0.0,0.06876027584075928,0.0,0.05724563077092171,0.0,0.07336419820785522,0.0,0.08254106342792511,0.04858871549367905,0.0
00:00:00:07.000,61,0.12787310779094696,0.10390543937683105,0.11841382086277008,0.0,0.0,0.167729914188385,0.07430721074342728,0.13991744816303253,0.09466919302940369,0.04313801974058151,0.008061248809099197,0.0,0.15912607312202454,0.0,0.0,0.0,0.0,0.10294978320598602,0.0634041279554367,0.11009399592876434,0.057798534631729126,0.0,0.008537575602531433,0.0,0.07917603850364685,0.0,0.0,0.05421839654445648,0.055211666971445084,0.0,0.10578874498605728,0.06681407988071442,0.0,0.10942304879426956,0.0,0.0,0.0,0.1706281155347824,0.17090146243572235,0.0,0.0,0.0933951735496521,0.07124882191419601,0.0799679309129715,0.0,0.041464030742645264,0.025693360716104507,0.07760396599769592,0.07958780229091644,0.08133228868246078,0.11113223433494568,0.0,0.06378629803657532,0.0,0.05312970653176308,0.0,0.06655310094356537,0.0,0.08057630062103271,0.04282613843679428,0.0
00:00:00:08.000,61,0.12696616351604462,0.10193455219268799,0.11769913136959076,0.0,0.0,0.17095094919204712,0.07622957974672318,0.1372164934873581,0.09170190989971161,0.042749471962451935,0.009380724281072617,0.0,0.1634882092475891,0.0,0.0,0.0,0.0,0.10065243393182755,0.06434224545955658,0.11171269416809082,0.05759890377521515,0.0,0.00805768370628357,0.0,0.08258086442947388,0.0,0.0,0.05493609607219696,0.055857930332422256,0.0,0.10582683235406876,0.06678800284862518,0.0,0.10878227651119232,0.0,0.0,0.0,0.16654181480407715,0.1664106845855713,0.0,0.0,0.09040379524230957,0.07001097500324249,0.08114825189113617,0.0,0.03974528610706329,0.025411594659090042,0.07896873354911804,0.08120554685592651,0.08019373565912247,0.1099710613489151,0.0,0.061304185539484024,0.0,0.05107686296105385,0.0024499893188476562,0.0638539046049118,0.0,0.0807739645242691,0.04025616496801376,0.0
00:00:00:09.000,61,0.12393145263195038,0.10368472337722778,0.11926081776618958,0.0,0.0,0.17584368586540222,0.0755089744925499,0.13355965912342072,0.093329057097435,0.04273081570863724,0.011382300406694412,0.0,0.16843095421791077,0.0,0.0,0.0,0.0,0.09463531523942947,0.062461599707603455,0.10558581352233887,0.05443762242794037,0.0,0.007712885737419128,0.0,0.08556342124938965,0.0,0.0,0.055058762431144714,0.056037578731775284,0.0,0.10394266992807388,0.0674329474568367,0.0,0.10875169932842255,0.0,0.0,0.0,0.15921422839164734,0.15902474522590637,0.0,0.0,0.09310408681631088,0.07411210238933563,0.0839165449142456,0.0,0.038686320185661316,0.02662678435444832,0.08389577269554138,0.08633440732955933,0.08214154839515686,0.11131606996059418,0.0,0.061908576637506485,0.0,0.04908633604645729,0.0037537217140197754,0.0646098405122757,0.0,0.08144913613796234,0.04069717973470688,0.0
