Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:00.000,61,0.058729760348796844,0.14228332042694092,0.14149561524391174,0.0,0.011560991406440735,0.20564837753772736,0.06283760070800781,0.1305844932794571,0.1948222666978836,0.0,0.07386289536952972,0.05314501374959946,0.1760234832763672,0.049830444157123566,0.0,0.0,0.029765775427222252,0.08623195439577103,0.0,0.0,0.0,0.0,0.004874262027442455,0.0,0.11372886598110199,0.0019611231982707977,0.0,0.0,0.04995626211166382,0.0,0.08792424201965332,0.06582020223140717,0.0,0.0,0.0,0.0,0.0,0.0,0.12799561023712158,0.0,0.04810575395822525,0.14704591035842896,0.14449414610862732,0.05550742894411087,0.0,0.0,0.04352165758609772,0.12630832195281982,0.13174274563789368,0.1515369415283203,0.1833590865135193,0.0,0.02360878512263298,0.05930030345916748,0.0253036767244339,0.0,0.08595983684062958,0.0,0.11335323750972748,0.11055176705121994,0.0
00:00:00:01.000,61,0.05743324011564255,0.14111807942390442,0.1409972608089447,0.0,0.012214496731758118,0.2063337117433548,0.06387898325920105,0.1295173466205597,0.19302216172218323,0.0,0.07390162348747253,0.05403020232915878,0.17675195634365082,0.05023191124200821,0.0,0.0,0.029852410778403282,0.08677975088357925,0.0,0.0,0.0,0.0,0.004776108078658581,0.0,0.11303038895130157,0.002060510218143463,0.0,0.0,0.0498318076133728,0.0,0.08814086019992828,0.0657036155462265,0.0,0.0,0.0,0.0,0.0,0.0,0.12797972559928894,0.0,0.04788190871477127,0.1476699560880661,0.14504727721214294,0.05495665222406387,0.0,0.0,0.04347231984138489,0.12619668245315552,0.13220597803592682,0.1514168381690979,0.1835789680480957,0.0,0.02268865332007408,0.058886587619781494,0.025564908981323242,0.0,0.08411131054162979,0.0,0.11252765357494354,0.10882594436407089,0.0
00:00:00:02.000,61,0.05577511340379715,0.1410846710205078,0.1434895396232605,0.0,0.013085320591926575,0.20992232859134674,0.06497448682785034,0.12901204824447632,0.1928481161594391,0.0,0.07543541491031647,0.0554170235991478,0.17957541346549988,0.05211029201745987,0.0,0.0,0.02989957667887211,0.08605773001909256,0.0,0.0,0.0,0.0,0.004794384352862835,0.0,0.11370299756526947,0.0026021674275398254,0.0,0.0,0.050090715289115906,0.0,0.08803155273199081,0.06610661745071411,0.0,0.0,0.0,0.0,0.0,0.0,0.12664218246936798,0.0,0.04792865365743637,0.14845816791057587,0.14594416320323944,0.05612564831972122,0.0,0.0,0.042629897594451904,0.12929552793502808,0.13459376990795135,0.15310612320899963,0.18590572476387024,0.0,0.021709810942411423,0.05932492017745972,0.02512417733669281,0.0,0.08366329967975616,0.0,0.1134423166513443,0.10921203345060349,0.0
00:00:00:03.000,61,0.0526861771941185,0.13894975185394287,0.14344707131385803,0.0,0.013960614800453186,0.2127745896577835,0.06615415215492249,0.12654796242713928,0.19051143527030945,0.0,0.07562501728534698,0.056916140019893646,0.18215210735797882,0.05317569524049759,0.0,0.0,0.029898470267653465,0.08571327477693558,0.0,0.0,0.0,0.0,0.004538538865745068,0.0,0.11295759677886963,0.002722613513469696,0.0,0.0,0.05017513036727905,0.0,0.08787500113248825,0.06632556021213531,0.0,0.0,0.0,0.0,0.0,0.0,0.12613850831985474,0.0,0.04811137914657593,0.14991603791713715,0.14723944664001465,0.055849917232990265,0.0,0.0,0.04231274127960205,0.13053137063980103,0.13600142300128937,0.15342748165130615,0.1866757571697235,0.0,0.020258110016584396,0.05902296304702759,0.024847671389579773,0.0,0.08114732801914215,0.0,0.11295454204082489,0.1075231060385704,0.0
00:00:00:04.000,61,0.05253290385007858,0.14014026522636414,0.14573895931243896,0.0,0.01426301896572113,0.21422509849071503,0.06597727537155151,0.12676945328712463,0.19152286648750305,0.0,0.07691092789173126,0.05763014405965805,0.182963028550148,0.05403447896242142,0.0,0.0,0.029810355976223946,0.0852494165301323,0.0,0.0,0.0,0.0,0.004480364732444286,0.0,0.11274692416191101,0.003139883279800415,0.0,0.0,0.05020878463983536,0.0,0.08768057823181152,0.06655913591384888,0.0,0.0,0.0,0.0,0.0,0.0,0.12436210364103317,0.0,0.04800299555063248,0.14978086948394775,0.14729325473308563,0.05708888918161392,0.0,0.0,0.04177427291870117,0.1323646605014801,0.13759690523147583,0.15481239557266235,0.1882607340812683,0.0,0.019854363054037094,0.060601890087127686,0.024513021111488342,0.0,0.08177420496940613,0.0,0.11372171342372894,0.10885071009397507,0.0
00:00:00:05.000,61,0.050832800567150116,0.13812458515167236,0.1454266607761383,0.0,0.015102282166481018,0.21682097017765045,0.06681688129901886,0.12503433227539062,0.18970973789691925,0.0,0.07647739350795746,0.05857708305120468,0.1852518916130066,0.05548829585313797,0.0,0.0,0.029962697997689247,0.08549178391695023,0.0,0.0,0.0,0.0,0.004545289091765881,0.0,0.11204017698764801,0.0032875798642635345,0.0,0.0,0.05029653012752533,0.0,0.08767129480838776,0.06655699014663696,0.0,0.0,0.0,0.0,0.0,0.0,0.12431516498327255,0.0,0.04797790199518204,0.150218203663826,0.14777454733848572,0.05729507654905319,0.0,0.0,0.041826531291007996,0.1329437792301178,0.13801461458206177,0.15489062666893005,0.18792912364006042,0.0,0.01873994991183281,0.05973935127258301,0.023660808801651,0.0,0.08042919635772705,0.0,0.11351104080677032,0.1077306792140007,0.0
00:00:00:06.000,61,0.05087732523679733,0.13913750648498535,0.1474577784538269,0.0,0.0154409259557724,0.2182922214269638,0.06747130304574966,0.12565147876739502,0.19111444056034088,0.0,0.0775245875120163,0.05854090303182602,0.18615835905075073,0.05686769634485245,0.0,0.0,0.030078737065196037,0.08502412587404251,0.0,0.0,0.0,0.0,0.005074190907180309,0.0,0.11380110681056976,0.003801528364419937,0.0,0.0,0.05043207108974457,0.0,0.08779575675725937,0.06672962009906769,0.0,0.0,0.0,0.0,0.0,0.0,0.12372485548257828,0.0,0.04770932346582413,0.1497841328382492,0.147079199552536,0.05912596732378006,0.0,0.0,0.04122844338417053,0.13530468940734863,0.13905397057533264,0.15570393204689026,0.18884316086769104,0.0,0.017104756087064743,0.06010127067565918,0.02242910861968994,0.0,0.08140808343887329,0.0,0.11516799032688141,0.10924675315618515,0.0
00:00:00:07.000,61,0.04885845631361008,0.13723224401474,0.1475924551486969,0.0,0.016658946871757507,0.22144360840320587,0.0684904083609581,0.12397129833698273,0.18930833041667938,0.0,0.07738932967185974,0.059458158910274506,0.18902134895324707,0.05865217000246048,0.0,0.0,0.029891731217503548,0.08367101103067398,0.0,0.0,0.0,0.0,0.005036170594394207,0.0,0.11325223743915558,0.003936637192964554,0.0,0.0,0.05064747482538223,0.0,0.08717230707406998,0.06728522479534149,0.0,0.0,0.0,0.0,0.0,0.0,0.12149272114038467,0.0,0.04729751497507095,0.15035344660282135,0.14776825904846191,0.05924127250909805,0.0,0.0,0.04130911827087402,0.13572625815868378,0.13887737691402435,0.1555832326412201,0.18837706744670868,0.0,0.016753684729337692,0.059044063091278076,0.021724581718444824,0.0,0.08060960471630096,0.0,0.11542348563671112,0.10836096853017807,0.0
00:00:00:08.000,61,0.050453267991542816,0.13824382424354553,0.14879734814167023,0.0,0.017334088683128357,0.2207610160112381,0.06897502392530441,0.12548932433128357,0.19054000079631805,0.0,0.07802888751029968,0.05913355201482773,0.1887049376964569,0.059307582676410675,0.0,0.0,0.029541971161961555,0.08216925710439682,0.0,0.0,0.0,0.0,0.0054919300600886345,0.0,0.1149275153875351,0.004327021539211273,0.0,0.0,0.05070936679840088,0.0,0.08691155165433884,0.06778880953788757,0.0,0.0,0.0,0.0,0.0,0.0,0.11915130168199539,0.0,0.04654812067747116,0.1492244303226471,0.1465119570493698,0.059978269040584564,0.0,0.0,0.04138296842575073,0.13551199436187744,0.1378999650478363,0.15529465675354004,0.18776750564575195,0.0,0.016311030834913254,0.059005558490753174,0.02110159397125244,0.0,0.08166684955358505,0.0,0.11662741005420685,0.10909201949834824,0.0
00:00:00:09.000,61,0.04981560260057449,0.13726216554641724,0.14829958975315094,0.0,0.018306151032447815,0.22098366916179657,0.07009419798851013,0.12492269277572632,0.18936188519001007,0.0,0.07786677777767181,0.05964263528585434,0.18978124856948853,0.05991659313440323,0.0,0.0,0.028935061767697334,0.079930879175663,0.0,0.0,0.0,0.0,0.005552272312343121,0.0,0.11508442461490631,0.004484739154577255,0.0,0.0,0.05064384639263153,0.0,0.08616124838590622,0.06841713190078735,0.0,0.0,0.0,0.0,0.0,0.0,0.11614930629730225,0.0,0.046015553176403046,0.1488930881023407,0.1461149901151657,0.05925566703081131,0.0,0.0,0.041224777698516846,0.1344783902168274,0.13685105741024017,0.15412241220474243,0.1861945390701294,0.0,0.015663009136915207,0.058390796184539795,0.02089729905128479,0.0,0.08039828389883041,0.0,0.11661268770694733,0.10783123224973679,0.0
