Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:00:00.000,61,0.10662821680307388,0.1015530526638031,0.13450799882411957,0.0,0.0,0.17418693006038666,0.031862616539001465,0.10734288394451141,0.1019919142127037,0.023021381348371506,0.03873501345515251,0.0,0.1739889234304428,0.03189389780163765,0.04891645535826683,0.0,0.03796395659446716,0.10344642400741577,0.07690617442131042,0.10331215709447861,0.07593125104904175,0.0,0.006130903027951717,0.14016097784042358,0.14845149219036102,0.0,0.0,0.045633189380168915,0.047124795615673065,0.08416611701250076,0.09002850949764252,0.05696726217865944,0.038145918399095535,0.09645598381757736,0.06889457255601883,0.05618662387132645,0.055798910558223724,0.1694004088640213,0.1639021933078766,0.05814021825790405,0.06262928992509842,0.09690545499324799,0.09671808779239655,0.12236663699150085,0.024078981950879097,0.0,0.0,0.12385596334934235,0.1227852925658226,0.10681670904159546,0.11897918581962585,0.0,0.049122363328933716,0.015782123431563377,0.02302822843194008,0.0,0.05200045183300972,0.0,0.08195088803768158,0.05199376121163368,0.0
00:00:00:01.000,61,0.10780391097068787,0.10229109227657318,0.13481558859348297,0.0,0.0,0.17324455082416534,0.03147774934768677,0.1084938794374466,0.10273388028144836,0.02268257923424244,0.038767654448747635,0.0,0.1730474829673767,0.03151249140501022,0.048851028084754944,0.0,0.0380777008831501,0.10351896286010742,0.0770006850361824,0.10422445088624954,0.07583925873041153,0.0,0.006133629009127617,0.1396367996931076,0.1478508710861206,0.0,0.0,0.04562480002641678,0.04711277782917023,0.08423233032226562,0.09007561951875687,0.05666334554553032,0.03803859278559685,0.096122145652771,0.06886760145425797,0.056029513478279114,0.05562968552112579,0.1688871681690216,0.16335469484329224,0.05827851593494415,0.0627441257238388,0.09646739810705185,0.09627742320299149,0.12223102897405624,0.024249309673905373,0.0,0.0,0.12369605153799057,0.12258081883192062,0.1066269651055336,0.11873143166303635,0.0,0.0488191694021225,0.016403131186962128,0.023104187101125717,0.0,0.0525861456990242,0.0,0.08215387910604477,0.05257657915353775,0.0
00:00:00:02.000,61,0.09661919623613358,0.09211814403533936,0.1345275193452835,0.0,0.0,0.18281610310077667,0.033069733530282974,0.09723928570747375,0.0925055593252182,0.02233174815773964,0.037809859961271286,0.0,0.1826181262731552,0.03311759978532791,0.048405446112155914,0.0,0.04027266427874565,0.10421833395957947,0.07756789028644562,0.09524048864841461,0.07025773078203201,0.0,0.005243805702775717,0.15578493475914001,0.16279572248458862,0.0,0.0,0.04628801345825195,0.04761851578950882,0.08318866789340973,0.08880738168954849,0.05788183957338333,0.03879643976688385,0.09577444940805435,0.06716127693653107,0.0556660033762455,0.05529886856675148,0.17629514634609222,0.1702512800693512,0.06049755960702896,0.06488966941833496,0.10283248871564865,0.10262864828109741,0.12679556012153625,0.021722760051488876,0.0,0.0,0.13255327939987183,0.13129495084285736,0.10626602917909622,0.11744406819343567,0.0,0.04125698655843735,0.01744692027568817,0.018551990389823914,0.0,0.045710161328315735,0.0,0.08215739578008652,0.045703791081905365,0.0
00:00:00:03.000,61,0.10109225660562515,0.09613120555877686,0.1355687379837036,0.0,0.0,0.18052153289318085,0.030634144321084023,0.10172106325626373,0.09653186053037643,0.021758805960416794,0.038470663130283356,0.0,0.18032056093215942,0.030682610347867012,0.04979662597179413,0.0,0.042335279285907745,0.10915732383728027,0.07778667658567429,0.10424132645130157,0.07097424566745758,0.0,0.005478033795952797,0.157166987657547,0.16457980871200562,0.0,0.0,0.04652922600507736,0.04790037125349045,0.08634647727012634,0.09228842705488205,0.05620473995804787,0.03810950741171837,0.09438121318817139,0.0677570104598999,0.054988618940114975,0.05456685274839401,0.18854139745235443,0.18252845108509064,0.06517934054136276,0.06992439925670624,0.1036125048995018,0.10340303927659988,0.13025730848312378,0.02284097485244274,0.0,0.0,0.1355275958776474,0.1342913806438446,0.1087338849902153,0.12023449689149857,0.0,0.04186258465051651,0.019756756722927094,0.019207607954740524,0.0,0.049176208674907684,0.0,0.08285078406333923,0.04914732277393341,0.0
00:00:00:04.000,61,0.10075938701629639,0.09608538448810577,0.1362958699464798,0.0,0.0,0.18161892890930176,0.028667990118265152,0.10128508508205414,0.09647758305072784,0.020610807463526726,0.038429610431194305,0.0,0.18139538168907166,0.028699176385998726,0.051582492887973785,0.0,0.04561229795217514,0.11783632636070251,0.0782536044716835,0.11077848076820374,0.06782785058021545,0.0,0.006182905286550522,0.16701292991638184,0.17401449382305145,0.0,0.0,0.04702914506196976,0.04844968020915985,0.08899416029453278,0.09544012695550919,0.05405393987894058,0.038379982113838196,0.08945057541131973,0.06537071615457535,0.05277175083756447,0.05216487497091293,0.2112431675195694,0.20504692196846008,0.07145543396472931,0.07654805481433868,0.10492797940969467,0.10469597578048706,0.13413214683532715,0.02292301505804062,0.0,0.0,0.14076590538024902,0.13929976522922516,0.11045704036951065,0.12191879749298096,0.0,0.03975857421755791,0.0210181325674057,0.01797414943575859,0.0,0.05002554506063461,0.0,0.08351564407348633,0.050002578645944595,0.0
00:00:00:05.000,61,0.10357538610696793,0.09801475703716278,0.13606207072734833,0.0,0.0,0.17946240305900574,0.02690937928855419,0.1040915995836258,0.09841026365756989,0.02027232199907303,0.03790304437279701,0.0,0.17923469841480255,0.02693156525492668,0.052563589066267014,0.0,0.04699311405420303,0.12396576255559921,0.07940756529569626,0.11989308893680573,0.0697145015001297,0.0,0.006637983955442905,0.16364358365535736,0.1706719994544983,0.0,0.0,0.046700671315193176,0.04812975600361824,0.09120295941829681,0.09814038872718811,0.05210670083761215,0.038248054683208466,0.08680573105812073,0.06416528671979904,0.051102835685014725,0.05033985525369644,0.22124098241329193,0.21503598988056183,0.0741662010550499,0.07948274165391922,0.10356293618679047,0.10332275182008743,0.13611911237239838,0.023802654817700386,0.0,0.0,0.140314981341362,0.1387249082326889,0.11092977225780487,0.12253615260124207,0.0,0.04022616893053055,0.02101771906018257,0.017794419080018997,0.0,0.05178184062242508,0.0,0.08336462825536728,0.0517658106982708,0.0
00:00:00:06.000,61,0.10286864638328552,0.0954248234629631,0.1356862336397171,0.0,0.0,0.1830310821533203,0.02689732424914837,0.1031973659992218,0.0958002358675003,0.019420858472585678,0.03724018111824989,0.0,0.1827627271413803,0.02688787132501602,0.055577777326107025,0.0,0.04964713752269745,0.13626639544963837,0.0811326652765274,0.13351063430309296,0.06874442100524902,0.0,0.007904843427240849,0.1645318567752838,0.1709306538105011,0.0,0.0,0.04714368283748627,0.04868567734956741,0.0948820635676384,0.10262785851955414,0.05054688826203346,0.039522841572761536,0.08180074393749237,0.061696264892816544,0.04915974289178848,0.04814895614981651,0.24525313079357147,0.23895856738090515,0.0792844220995903,0.08488453924655914,0.10353275388479233,0.10325222462415695,0.1352102905511856,0.02237512916326523,0.0,0.0,0.14134249091148376,0.1392512023448944,0.11087764799594879,0.12252703309059143,0.0,0.04201860725879669,0.017725028097629547,0.018147842958569527,0.0,0.05055615305900574,0.0,0.08327919244766235,0.05056707561016083,0.0
00:00:00:07.000,61,0.10636948049068451,0.09595580399036407,0.13546372950077057,0.0,0.0,0.18184499442577362,0.025906851515173912,0.10665350407361984,0.09633031487464905,0.018940238282084465,0.036943595856428146,0.0,0.18156294524669647,0.025890693068504333,0.05708148702979088,0.0,0.05058569833636284,0.1423007994890213,0.08216677606105804,0.14412423968315125,0.06936825811862946,0.0,0.008346060290932655,0.16178752481937408,0.16810038685798645,0.0,0.0,0.0475146658718586,0.049138277769088745,0.09739801287651062,0.10549964755773544,0.04945242777466774,0.03964017331600189,0.08015957474708557,0.06142735108733177,0.04886555299162865,0.04778449237346649,0.2548568844795227,0.2486364096403122,0.0816769003868103,0.08742978423833847,0.10287458449602127,0.1025775671005249,0.13226863741874695,0.021543964743614197,0.0,0.0,0.14025503396987915,0.1379249095916748,0.11054342985153198,0.12233653664588928,0.0,0.04373352229595184,0.016959048807621002,0.019751500338315964,0.0,0.05125615745782852,0.0,0.0831482782959938,0.05126664415001869,0.0
00:00:00:08.000,61,0.10210691392421722,0.09149045497179031,0.13486886024475098,0.0,0.0,0.18747517466545105,0.0297275111079216,0.10230740904808044,0.09185080975294113,0.01955314725637436,0.03706420958042145,0.0,0.1871747374534607,0.02969692461192608,0.057765744626522064,0.0,0.048943065106868744,0.14073331654071808,0.08200380951166153,0.14110857248306274,0.06868910789489746,0.0,0.008691021241247654,0.15921929478645325,0.16526561975479126,0.0,0.0,0.048020314425230026,0.04972987249493599,0.09651295095682144,0.10455696284770966,0.052149225026369095,0.04103413596749306,0.08214831352233887,0.062376972287893295,0.05067381262779236,0.04964909330010414,0.2502967417240143,0.24420416355133057,0.07867024838924408,0.08422837406396866,0.10336696356534958,0.10306049138307571,0.12661249935626984,0.01919514872133732,0.0,0.0,0.13769572973251343,0.1352282017469406,0.10891733318567276,0.12069878727197647,0.0,0.04723117873072624,0.012800268828868866,0.021091844886541367,0.0,0.047483451664447784,0.0,0.08270373940467834,0.047515712678432465,0.0
00:00:00:09.000,61,0.09760738909244537,0.0870843380689621,0.1342586725950241,0.0,0.0,0.19243282079696655,0.0311783105134964,0.09782366454601288,0.08742165565490723,0.019973602145910263,0.03707793727517128,0.0,0.19211873412132263,0.031140439212322235,0.05808033049106598,0.0,0.04879407212138176,0.14099787175655365,0.08242321014404297,0.14069321751594543,0.06864017248153687,0.0,0.008888550102710724,0.1607816219329834,0.16690117120742798,0.0,0.0,0.048080142587423325,0.04980319365859032,0.09618183225393295,0.10408753156661987,0.05338960140943527,0.0416223518550396,0.08359742909669876,0.06222628802061081,0.05150222405791283,0.050571709871292114,0.2512872815132141,0.2452109456062317,0.07828672230243683,0.08385606110095978,0.10601168125867844,0.10569912195205688,0.12461013346910477,0.01696089655160904,0.0,0.0,0.13937148451805115,0.13695770502090454,0.10912034660577774,0.12100137770175934,0.0,0.04830165207386017,0.009702950716018677,0.02178230881690979,0.0,0.04439222067594528,0.0,0.08241301774978638,0.044426750391721725,0.0
00:00:00:10.000,61,0.09772630035877228,0.08680987358093262,0.1336308717727661,0.0,0.0,0.19179628789424896,0.03134600445628166,0.0979204922914505,0.08714354783296585,0.020211752504110336,0.036619119346141815,0.0,0.19148242473602295,0.031310319900512695,0.05801279470324516,0.0,0.04900083318352699,0.14162330329418182,0.08220624923706055,0.14029952883720398,0.06821959465742111,0.0,0.008623842149972916,0.16090938448905945,0.16683687269687653,0.0,0.0,0.04801664873957634,0.04971643537282944,0.09620487689971924,0.10417669266462326,0.052802763879299164,0.04154307022690773,0.08252067863941193,0.061705343425273895,0.05091642588376999,0.04994620382785797,0.2529512941837311,0.24680274724960327,0.07851584255695343,0.08401969820261002,0.10508272051811218,0.10476779192686081,0.1250743567943573,0.017670391127467155,0.0,0.0,0.13836386799812317,0.13585278391838074,0.1085677444934845,0.12031574547290802,0.0,0.04748447239398956,0.009166236966848373,0.021237283945083618,0.0,0.04410643130540848,0.0,0.0820700153708458,0.04414193332195282,0.0
00:00:00:11.000,61,0.09945841133594513,0.08923675864934921,0.13496142625808716,0.0,0.0,0.1911057084798813,0.030488405376672745,0.09970441460609436,0.08958763629198074,0.019788959994912148,0.03759176656603813,0.0,0.19079385697841644,0.03044610656797886,0.058498505502939224,0.0,0.04876239597797394,0.14121264219284058,0.08210650086402893,0.14138837158679962,0.06830715388059616,0.0,0.00909709744155407,0.16203060746192932,0.1683448702096939,0.0,0.0,0.048490479588508606,0.05027483031153679,0.09684934467077255,0.10485672950744629,0.05355338007211685,0.04153637960553169,0.08383016288280487,0.0630154013633728,0.05198555812239647,0.05105026066303253,0.25288155674934387,0.24694928526878357,0.07890503853559494,0.08460292965173721,0.1060200035572052,0.10571359097957611,0.12447258085012436,0.017092876136302948,0.0,0.0,0.13974878191947937,0.13739770650863647,0.10982054471969604,0.1218746080994606,0.0,0.04910334199666977,0.01160375215113163,0.022263426333665848,0.0,0.045970894396305084,0.0,0.08273819833993912,0.046005427837371826,0.0
00:00:00:12.000,61,0.10885201394557953,0.09738979488611221,0.13620319962501526,0.0,0.0,0.1828264445066452,0.027972059324383736,0.10911834985017776,0.09778638184070587,0.01917922869324684,0.03808600455522537,0.0,0.18253056704998016,0.02793130651116371,0.059160638600587845,0.0,0.048652298748493195,0.14249993860721588,0.08145258575677872,0.14633309841156006,0.06860845535993576,0.0,0.009185264818370342,0.1589394062757492,0.16544979810714722,0.0,0.0,0.04914098232984543,0.0510304756462574,0.09888356178998947,0.107288658618927,0.052278876304626465,0.040782053023576736,0.08255555480718613,0.06463553756475449,0.0520249642431736,0.05097312852740288,0.2546485364437103,0.24897879362106323,0.08010447025299072,0.08596314489841461,0.10226607322692871,0.10197174549102783,0.1241958886384964,0.019489379599690437,0.0,0.0,0.13645637035369873,0.13404129445552826,0.1099327951669693,0.12218121439218521,0.0,0.05028821527957916,0.01696699485182762,0.023137463256716728,0.0,0.05171126872301102,0.0,0.08321166038513184,0.05174305662512779,0.0
00:00:00:13.000,61,0.1285441368818283,0.1200513020157814,0.14359499514102936,0.0,0.0,0.16655127704143524,0.020330680534243584,0.12901067733764648,0.12058637291193008,0.016392135992646217,0.04242200776934624,0.0,0.16629832983016968,0.020275291055440903,0.060874711722135544,0.0,0.04815460368990898,0.1407606601715088,0.07947342097759247,0.15189404785633087,0.06823978573083878,0.0,0.010756636038422585,0.16212879121303558,0.17017610371112823,0.0,0.0,0.05142268165946007,0.05368741601705551,0.10307978838682175,0.11211502552032471,0.052327193319797516,0.039233263581991196,0.08413873612880707,0.07097258418798447,0.05468882992863655,0.0535302571952343,0.25529539585113525,0.2506026327610016,0.08357200771570206,0.0903242975473404,0.09950888901948929,0.0992702916264534,0.12679265439510345,0.02296271175146103,0.0,0.0,0.1383451223373413,0.13648885488510132,0.11522296071052551,0.12862245738506317,0.0,0.05477016046643257,0.03628990054130554,0.025871673598885536,0.0,0.06830798834562302,0.0,0.08684442937374115,0.06833132356405258,0.0
00:00:00:14.000,61,0.13268700242042542,0.12181300669908524,0.14256404340267181,0.0,0.0,0.16303199529647827,0.02008366957306862,0.13313500583171844,0.1223551332950592,0.01680007204413414,0.04178427904844284,0.0,0.16277875006198883,0.020027965307235718,0.06164843216538429,0.0,0.04821674898266792,0.14367255568504333,0.07911062985658646,0.15615367889404297,0.06806538254022598,0.0,0.010478277690708637,0.15960299968719482,0.16747957468032837,0.0,0.0,0.051847636699676514,0.05416693538427353,0.10462521761655807,0.11399835348129272,0.051237624138593674,0.039030976593494415,0.08238611370325089,0.07115993648767471,0.05439618229866028,0.05315382406115532,0.2605101764202118,0.25591179728507996,0.08442647010087967,0.0911654606461525,0.09677497297525406,0.09653352200984955,0.12467154860496521,0.02405662275850773,0.0,0.0,0.13440266251564026,0.13231058418750763,0.114041768014431,0.12742997705936432,0.0,0.05553867295384407,0.03611839562654495,0.02650148794054985,0.0,0.06934169679880142,0.0,0.0861351415514946,0.06936650723218918,0.0
